INSEE_COM;CLPE
74211;Saint-Julien-en-Genevois
74212;Bonneville
74213;Annecy
74215;Bonneville
74216;Saint-Julien-en-Genevois
74218;Thonon-les-Bains
74219;Annecy
74220;Saint-Julien-en-Genevois
74221;Bonneville
74222;Thonon-les-Bains
74223;Bonneville
74224;Bonneville
74225;Annecy
74226;Thonon-les-Bains
74228;Saint-Julien-en-Genevois
74229;Saint-Julien-en-Genevois
74231;Annecy
74232;Annecy
74233;Annecy
74234;Annecy
74235;Saint-Julien-en-Genevois
74236;Bonneville
74237;Thonon-les-Bains
74238;Thonon-les-Bains
74239;Annecy
74240;Bonneville
74241;Bonneville
74242;Annecy
74243;Saint-Julien-en-Genevois
74244;Bonneville
74249;Thonon-les-Bains
74250;Bonneville
74252;Bonneville
74253;Bonneville
74254;Annecy
74255;Annecy
74256;Bonneville
74257;Annecy
74258;Bonneville
74259;Saint-Julien-en-Genevois
74260;Saint-Julien-en-Genevois
74261;Thonon-les-Bains
74262;Saint-Julien-en-Genevois
74263;Thonon-les-Bains
74264;Bonneville
74265;Annecy
74266;Bonneville
74267;Annecy
74269;Saint-Julien-en-Genevois
74271;Thonon-les-Bains
74272;Annecy
74273;Bonneville
74275;Annecy
74276;Bonneville
74278;Bonneville
74279;Thonon-les-Bains
74280;Annecy
74281;Thonon-les-Bains
74282;Annecy
74283;Annecy
74284;Bonneville
74285;Saint-Julien-en-Genevois
74286;Thonon-les-Bains
74287;Thonon-les-Bains
74288;Saint-Julien-en-Genevois
74289;Annecy
74290;Bonneville
74291;Saint-Julien-en-Genevois
74292;Annecy
74293;Thonon-les-Bains
74294;Bonneville
74295;Thonon-les-Bains
74296;Saint-Julien-en-Genevois
74297;Annecy
74298;Saint-Julien-en-Genevois
74299;Annecy
74301;Thonon-les-Bains
74302;Annecy
74303;Annecy
74304;Bonneville
74305;Saint-Julien-en-Genevois
74306;Saint-Julien-en-Genevois
74307;Saint-Julien-en-Genevois
74308;Thonon-les-Bains
74309;Saint-Julien-en-Genevois
74310;Annecy
74311;Bonneville
74312;Bonneville
74313;Saint-Julien-en-Genevois
74314;Saint-Julien-en-Genevois
74315;Thonon-les-Bains
75056;Paris
76001;Rouen
76002;Le Havre
76004;Dieppe
76005;Rouen
76006;Rouen
76007;Rouen
76008;Dieppe
76009;Dieppe
76010;Rouen
76011;Le Havre
76012;Le Havre
76013;Le Havre
76014;Le Havre
76015;Dieppe
76016;Dieppe
76017;Le Havre
76018;Dieppe
76019;Dieppe
76020;Rouen
76021;Le Havre
76022;Le Havre
76023;Rouen
76024;Pays de Bray
76025;Pays de Bray
76026;Dieppe
76028;Pays de Bray
76029;Pays de Bray
76030;Dieppe
76032;Dieppe
76033;Le Havre
76034;Dieppe
76035;Pays de Bray
76036;Dieppe
76038;Rouen
76039;Rouen
76040;Dieppe
76041;Rouen
76042;Pays de Bray
76043;Rouen
76045;Rouen
76046;Rouen
76047;Dieppe
76048;Pays de Bray
76049;Dieppe
76050;Dieppe
76051;Dieppe
76052;Pays de Bray
76053;Pays de Bray
76054;Dieppe
76055;Rouen
76056;Rouen
76057;Rouen
76058;Dieppe
76059;Pays de Bray
76060;Pays de Bray
76062;Rouen
76063;Dieppe
76064;Le Havre
76065;Pays de Bray
76066;Dieppe
76067;Pays de Bray
76068;Le Havre
76069;Rouen
76070;Pays de Bray
76071;Dieppe
76072;Dieppe
76074;Pays de Bray
76075;Dieppe
76076;Le Havre
76077;Rouen
76079;Le Havre
76082;Le Havre
76083;Dieppe
76084;Dieppe
76085;Dieppe
76086;Dieppe
76087;Rouen
76088;Rouen
76090;Le Havre
76091;Dieppe
76092;Le Havre
76093;Pays de Bray
76094;Rouen
76095;Rouen
76096;Dieppe
76097;Dieppe
76099;Rouen
76100;Rouen
76101;Pays de Bray
76103;Rouen
76104;Dieppe
76105;Rouen
76106;Rouen
76107;Rouen
76108;Rouen
76109;Rouen
76110;Rouen
76111;Rouen
76112;Dieppe
76113;Rouen
76114;Le Havre
76115;Le Havre
76116;Rouen
76117;Le Havre
76118;Le Havre
76119;Pays de Bray
76120;Rouen
76121;Rouen
76122;Pays de Bray
76123;Rouen
76124;Pays de Bray
76125;Rouen
76126;Pays de Bray
76128;Dieppe
76129;Rouen
76130;Pays de Bray
76131;Rouen
76132;Rouen
76133;Dieppe
76134;Dieppe
76135;Rouen
76136;Dieppe
76138;Dieppe
76139;Pays de Bray
76140;Dieppe
76141;Le Havre
76142;Pays de Bray
76143;Le Havre
76144;Rouen
76146;Rouen
76147;Pays de Bray
76148;Pays de Bray
76149;Rouen
76151;Dieppe
76152;Rouen
76153;Dieppe
76154;Pays de Bray
76155;Dieppe
76156;Dieppe
76157;Rouen
76158;Rouen
76159;Dieppe
76160;Rouen
76161;Rouen
76162;Dieppe
76163;Rouen
76164;Le Havre
76165;Rouen
76166;Pays de Bray
76167;Le Havre
76168;Dieppe
76169;Le Havre
76170;Dieppe
76171;Pays de Bray
76172;Dieppe
76173;Dieppe
76174;Rouen
76175;Pays de Bray
76176;Dieppe
76177;Rouen
76178;Rouen
76179;Rouen
76180;Dieppe
76181;Le Havre
76182;Le Havre
76183;Le Havre
76184;Dieppe
76185;Pays de Bray
76186;Pays de Bray
76187;Le Havre
76188;Rouen
76189;Dieppe
76190;Dieppe
76192;Dieppe
76193;Pays de Bray
76194;Le Havre
76195;Dieppe
76196;Le Havre
76197;Dieppe
76198;Rouen
76199;Pays de Bray
76200;Pays de Bray
76201;Pays de Bray
76202;Pays de Bray
76203;Rouen
76204;Dieppe
76205;Dieppe
76206;Le Havre
76207;Dieppe
76208;Pays de Bray
76209;Pays de Bray
76210;Dieppe
76211;Pays de Bray
76212;Rouen
76213;Le Havre
76214;Dieppe
76216;Rouen
76217;Dieppe
76218;Pays de Bray
76219;Rouen
76220;Dieppe
76221;Dieppe
76222;Rouen
76223;Rouen
76224;Le Havre
76225;Rouen
76226;Le Havre
76227;Rouen
76228;Rouen
76229;Pays de Bray
76230;Rouen
76231;Rouen
76232;Le Havre
76233;Pays de Bray
76234;Rouen
76235;Dieppe
76236;Le Havre
76237;Rouen
76238;Le Havre
76239;Le Havre
76240;Le Havre
76241;Dieppe
76242;Pays de Bray
76243;Rouen
76244;Pays de Bray
76245;Rouen
76247;Rouen
76249;Dieppe
76250;Le Havre
76251;Rouen
76252;Dieppe
76253;Rouen
76254;Le Havre
76255;Dieppe
76257;Pays de Bray
76258;Le Havre
76259;Le Havre
76260;Pays de Bray
76261;Pays de Bray
76262;Pays de Bray
76263;Pays de Bray
76264;Rouen
76265;Pays de Bray
76266;Dieppe
76268;Le Havre
76269;Pays de Bray
76270;Le Havre
76271;Rouen
76272;Dieppe
76273;Rouen
76274;Dieppe
76275;Le Havre
76276;Pays de Bray
76278;Pays de Bray
76279;Le Havre
76280;Pays de Bray
76281;Le Havre
76282;Rouen
76283;Pays de Bray
76284;Dieppe
76285;Rouen
76286;Pays de Bray
76287;Rouen
76288;Dieppe
76289;Rouen
76290;Rouen
76291;Le Havre
76292;Pays de Bray
76293;Rouen
76294;Dieppe
76295;Pays de Bray
76296;Le Havre
76297;Pays de Bray
76298;Le Havre
76299;Le Havre
76300;Le Havre
76302;Le Havre
76303;Le Havre
76304;Le Havre
76305;Le Havre
76306;Dieppe
76307;Le Havre
76308;Dieppe
76309;Rouen
76311;Rouen
76312;Pays de Bray
76313;Rouen
76314;Le Havre
76315;Dieppe
76316;Rouen
76317;Le Havre
76318;Le Havre
76319;Rouen
76320;Pays de Bray
76321;Pays de Bray
76322;Rouen
76323;Pays de Bray
76324;Dieppe
76325;Rouen
76327;Dieppe
76328;Rouen
76329;Le Havre
76330;Dieppe
76331;Rouen
76332;Pays de Bray
76333;Pays de Bray
76334;Dieppe
76335;Dieppe
76336;Dieppe
76338;Pays de Bray
76339;Dieppe
76340;Rouen
76341;Le Havre
76342;Le Havre
76343;Pays de Bray
76344;Pays de Bray
76345;Pays de Bray
76346;Dieppe
76347;Rouen
76348;Rouen
76349;Dieppe
76350;Rouen
76351;Le Havre
76352;Pays de Bray
76353;Dieppe
76354;Rouen
76355;Rouen
76356;Dieppe
76357;Le Havre
76359;Rouen
76360;Dieppe
76361;Le Havre
76362;Le Havre
76363;Pays de Bray
76364;Pays de Bray
76365;Dieppe
76366;Rouen
76367;Rouen
76368;Le Havre
76369;Rouen
76370;Rouen
76371;Dieppe
76372;Pays de Bray
76373;Dieppe
76374;Dieppe
76375;Dieppe
76377;Rouen
76378;Rouen
76379;Dieppe
76380;Dieppe
76381;Pays de Bray
76382;Le Havre
76383;Dieppe
76384;Le Havre
76385;Rouen
76386;Le Havre
76387;Rouen
76388;Le Havre
76389;Dieppe
76390;Le Havre
76391;Rouen
76392;Pays de Bray
76393;Pays de Bray
76394;Dieppe
76395;Dieppe
76396;Rouen
76397;Dieppe
76398;Le Havre
76399;Pays de Bray
76400;Dieppe
76401;Le Havre
76402;Rouen
76403;Dieppe
76404;Le Havre
76405;Dieppe
76406;Le Havre
76407;Dieppe
76408;Le Havre
76409;Le Havre
76410;Rouen
76411;Pays de Bray
76412;Rouen
76413;Dieppe
76414;Dieppe
76415;Pays de Bray
76416;Pays de Bray
76417;Pays de Bray
76418;Le Havre
76419;Rouen
76420;Pays de Bray
76421;Le Havre
76422;Dieppe
76423;Pays de Bray
76424;Pays de Bray
76425;Le Havre
76426;Pays de Bray
76427;Pays de Bray
76428;Dieppe
76429;Rouen
76430;Pays de Bray
76431;Pays de Bray
76432;Pays de Bray
76433;Rouen
76434;Rouen
76435;Dieppe
76436;Rouen
76437;Dieppe
76438;Dieppe
76439;Le Havre
76440;Pays de Bray
76441;Pays de Bray
76442;Dieppe
76443;Rouen
76445;Pays de Bray
76446;Rouen
76447;Le Havre
76448;Rouen
76449;Dieppe
76450;Pays de Bray
76451;Rouen
76452;Rouen
76453;Rouen
76454;Pays de Bray
76455;Pays de Bray
76456;Rouen
76457;Rouen
76458;Dieppe
76459;Pays de Bray
76460;Pays de Bray
76461;Pays de Bray
76462;Pays de Bray
76463;Pays de Bray
76464;Rouen
76465;Pays de Bray
76467;Dieppe
76468;Le Havre
76469;Pays de Bray
76470;Dieppe
76471;Le Havre
76472;Dieppe
76473;Le Havre
76474;Rouen
76475;Rouen
76476;Le Havre
76477;Le Havre
76478;Dieppe
76479;Pays de Bray
76480;Dieppe
76481;Le Havre
76482;Dieppe
76483;Dieppe
76484;Rouen
76485;Dieppe
76486;Rouen
76487;Pays de Bray
76488;Dieppe
76489;Le Havre
76490;Dieppe
76491;Rouen
76492;Dieppe
76493;Dieppe
76494;Le Havre
76495;Rouen
76497;Rouen
76498;Rouen
76499;Le Havre
76500;Pays de Bray
76501;Le Havre
76502;Rouen
76503;Rouen
76504;Dieppe
76505;Pays de Bray
76506;Pays de Bray
76507;Dieppe
76508;Le Havre
76509;Rouen
76510;Rouen
76511;Pays de Bray
76512;Pays de Bray
76513;Rouen
76514;Rouen
76515;Dieppe
76516;Pays de Bray
76517;Rouen
76518;Le Havre
76519;Dieppe
76520;Pays de Bray
76521;Rouen
76522;Le Havre
76523;Pays de Bray
76524;Rouen
76526;Dieppe
76527;Pays de Bray
76528;Pays de Bray
76529;Le Havre
76530;Rouen
76531;Rouen
76532;Pays de Bray
76533;Le Havre
76534;Le Havre
76535;Pays de Bray
76536;Rouen
76537;Pays de Bray
76538;Pays de Bray
76540;Rouen
76541;Rouen
76542;Rouen
76543;Le Havre
76544;Pays de Bray
76545;Dieppe
76546;Dieppe
76547;Rouen
76548;Rouen
76549;Dieppe
76550;Rouen
76551;Le Havre
76552;Le Havre
76553;Pays de Bray
76554;Rouen
76555;Rouen
76556;Le Havre
76557;Le Havre
76558;Rouen
76559;Le Havre
76560;Rouen
76561;Rouen
76562;Dieppe
76563;Le Havre
76564;Dieppe
76565;Dieppe
76566;Rouen
76567;Pays de Bray
76568;Rouen
76569;Dieppe
76570;Dieppe
76571;Rouen
76572;Dieppe
76573;Rouen
76574;Dieppe
76575;Rouen
76576;Le Havre
76577;Dieppe
76578;Pays de Bray
76580;Rouen
76581;Rouen
76582;Dieppe
76583;Rouen
76584;Pays de Bray
76585;Le Havre
76586;Le Havre
76587;Le Havre
76588;Pays de Bray
76589;Dieppe
76590;Dieppe
76591;Rouen
76592;Le Havre
76593;Le Havre
76594;Rouen
76595;Le Havre
76596;Le Havre
76597;Rouen
76598;Pays de Bray
76599;Rouen
76600;Le Havre
76601;Pays de Bray
76602;Dieppe
76603;Le Havre
76604;Dieppe
76605;Dieppe
76606;Pays de Bray
76608;Rouen
76609;Le Havre
76610;Rouen
76611;Rouen
76612;Pays de Bray
76613;Dieppe
76614;Rouen
76615;Le Havre
76616;Le Havre
76617;Rouen
76618;Dieppe
76619;Dieppe
76620;Pays de Bray
76621;Pays de Bray
76622;Le Havre
76623;Pays de Bray
76624;Dieppe
76626;Le Havre
76627;Le Havre
76628;Dieppe
76629;Dieppe
76630;Dieppe
76631;Rouen
76632;Dieppe
76634;Rouen
76635;Pays de Bray
76636;Rouen
76637;Le Havre
76638;Dieppe
76640;Rouen
76641;Dieppe
76642;Dieppe
76644;Dieppe
76645;Pays de Bray
76646;Dieppe
76647;Le Havre
76648;Pays de Bray
76649;Pays de Bray
76650;Le Havre
76651;Dieppe
76652;Dieppe
76653;Dieppe
76654;Dieppe
76655;Dieppe
76656;Dieppe
76657;Le Havre
76658;Le Havre
76660;Le Havre
76662;Dieppe
76663;Le Havre
76664;Dieppe
76665;Dieppe
76666;Pays de Bray
76667;Dieppe
76668;Rouen
76669;Le Havre
76670;Le Havre
76671;Dieppe
76672;Pays de Bray
76673;Rouen
76675;Rouen
76676;Pays de Bray
76677;Pays de Bray
76678;Pays de Bray
76679;Dieppe
76680;Le Havre
76681;Rouen
76682;Rouen
76683;Dieppe
76684;Le Havre
76685;Le Havre
76686;Le Havre
76688;Le Havre
76689;Le Havre
76690;Dieppe
76691;Pays de Bray
76692;Dieppe
76693;Le Havre
76694;Dieppe
76695;Le Havre
76697;Dieppe
76698;Dieppe
76699;Rouen
76700;Dieppe
76702;Rouen
76703;Dieppe
76705;Rouen
76706;Le Havre
76707;Dieppe
76708;Le Havre
76709;Rouen
76710;Le Havre
76711;Dieppe
76712;Le Havre
76714;Le Havre
76715;Le Havre
76716;Le Havre
76717;Rouen
76718;Rouen
76719;Le Havre
76720;Dieppe
76721;Dieppe
76723;Dieppe
76724;Pays de Bray
76725;Le Havre
76726;Le Havre
76727;Le Havre
76728;Rouen
76730;Dieppe
76731;Dieppe
76732;Dieppe
76733;Pays de Bray
76734;Le Havre
76735;Dieppe
76736;Dieppe
76737;Rouen
76738;Rouen
76739;Pays de Bray
76740;Rouen
76741;Le Havre
76743;Rouen
76744;Pays de Bray
76745;Dieppe
76746;Dieppe
76747;Le Havre
76748;Dieppe
76749;Pays de Bray
76750;Rouen
76751;Le Havre
76752;Rouen
76753;Rouen
76754;Le Havre
76755;Le Havre
76756;Rouen
76757;Rouen
76758;Rouen
76759;Rouen
77001;Sud Seine-et-Marne 
77002;Nord-Est Seine-et-Marne
77003;Sud Seine-et-Marne 
77004;Centre Seine-et-Marne
77005;Nord-Est Seine-et-Marne
77006;Sud Seine-et-Marne 
77007;Centre Seine-et-Marne
77008;Nord-Est Seine-et-Marne
77009;Sud Seine-et-Marne 
77010;Est Seine-et-Marne
77011;Sud Seine-et-Marne 
77012;Est Seine-et-Marne
77013;Nord-Est Seine-et-Marne
77014;Sud Seine-et-Marne 
77015;Est Seine-et-Marne
77016;Sud Seine-et-Marne 
77018;Marne-la-Vallée
77019;Est Seine-et-Marne
77020;Est Seine-et-Marne
77021;Sud Seine-et-Marne 
77022;Sud Seine-et-Marne 
77023;Nord-Est Seine-et-Marne
77024;Nord-Est Seine-et-Marne
77025;Est Seine-et-Marne
77026;Est Seine-et-Marne
77027;Sud Seine-et-Marne 
77029;Centre Seine-et-Marne
77030;Est Seine-et-Marne
77031;Est Seine-et-Marne
77032;Est Seine-et-Marne
77033;Est Seine-et-Marne
77034;Centre Seine-et-Marne
77035;Sud Seine-et-Marne 
77036;Est Seine-et-Marne
77037;Sud Seine-et-Marne 
77038;Centre Seine-et-Marne
77039;Centre Seine-et-Marne
77040;Centre Seine-et-Marne
77041;Sud Seine-et-Marne 
77042;Nord-Est Seine-et-Marne
77043;Est Seine-et-Marne
77044;Centre Seine-et-Marne
77045;Sud Seine-et-Marne 
77046;Sud Seine-et-Marne 
77047;Nord-Est Seine-et-Marne
77048;Sud Seine-et-Marne 
77049;Nord-Est Seine-et-Marne
77050;Sud Seine-et-Marne 
77051;Est Seine-et-Marne
77052;Est Seine-et-Marne
77053;Marne-la-Vallée
77054;Sud Seine-et-Marne 
77055;Marne-la-Vallée
77056;Sud Seine-et-Marne 
77057;Nord-Est Seine-et-Marne
77058;Marne-la-Vallée
77059;Marne-la-Vallée
77060;Sud Seine-et-Marne 
77061;Sud Seine-et-Marne 
77062;Marne-la-Vallée
77063;Nord-Est Seine-et-Marne
77065;Sud Seine-et-Marne 
77066;Est Seine-et-Marne
77067;Seine Essonne
77068;Est Seine-et-Marne
77069;Sud Seine-et-Marne 
77070;Nord-Est Seine-et-Marne
77071;Sud Seine-et-Marne 
77072;Est Seine-et-Marne
77073;Est Seine-et-Marne
77075;Marne-la-Vallée
77076;Est Seine-et-Marne
77077;Nord-Est Seine-et-Marne
77078;Nord-Est Seine-et-Marne
77079;Sud Seine-et-Marne 
77080;Est Seine-et-Marne
77081;Centre Seine-et-Marne
77082;Centre Seine-et-Marne
77083;Marne-la-Vallée
77084;Nord-Est Seine-et-Marne
77085;Marne-la-Vallée
77086;Est Seine-et-Marne
77087;Est Seine-et-Marne
77088;Sud Seine-et-Marne 
77089;Est Seine-et-Marne
77090;Est Seine-et-Marne
77091;Est Seine-et-Marne
77093;Est Seine-et-Marne
77094;Nord-Est Seine-et-Marne
77095;Nord-Est Seine-et-Marne
77096;Sud Seine-et-Marne 
77097;Est Seine-et-Marne
77098;Est Seine-et-Marne
77099;Sud Seine-et-Marne 
77100;Centre Seine-et-Marne
77101;Est Seine-et-Marne
77102;Sud Seine-et-Marne 
77103;Centre Seine-et-Marne
77104;Est Seine-et-Marne
77106;Nord-Est Seine-et-Marne
77107;Centre Seine-et-Marne
77108;Marne-la-Vallée
77109;Est Seine-et-Marne
77110;Sud Seine-et-Marne 
77111;Marne-la-Vallée
77112;Sud Seine-et-Marne 
77113;Nord-Est Seine-et-Marne
77114;Marne-la-Vallée
77115;Sud Seine-et-Marne 
77116;Est Seine-et-Marne
77117;Nord-Est Seine-et-Marne
77118;Roissy Pays de France 
77119;Est Seine-et-Marne
77120;Nord-Est Seine-et-Marne
77121;Marne-la-Vallée
77122;Seine Essonne
77123;Roissy Pays de France 
77124;Marne-la-Vallée
77125;Nord-Est Seine-et-Marne
77126;Nord-Est Seine-et-Marne
77127;Centre Seine-et-Marne
77128;Nord-Est Seine-et-Marne
77129;Nord-Est Seine-et-Marne
77130;Nord-Est Seine-et-Marne
77131;Nord-Est Seine-et-Marne
77132;Marne-la-Vallée
77133;Sud Seine-et-Marne 
77134;Est Seine-et-Marne
77135;Est Seine-et-Marne
77136;Centre Seine-et-Marne
77137;Est Seine-et-Marne
77138;Est Seine-et-Marne
77139;Marne-la-Vallée
77140;Est Seine-et-Marne
77141;Nord-Est Seine-et-Marne
77142;Nord-Est Seine-et-Marne
77143;Nord-Est Seine-et-Marne
77144;Est Seine-et-Marne
77145;Centre Seine-et-Marne
77146;Marne-la-Vallée
77147;Est Seine-et-Marne
77148;Nord-Est Seine-et-Marne
77150;Nord-Est Seine-et-Marne
77151;Nord-Est Seine-et-Marne
77152;Centre Seine-et-Marne
77153;Roissy Pays de France 
77154;Nord-Est Seine-et-Marne
77155;Marne-la-Vallée
77156;Sud Seine-et-Marne 
77157;Nord-Est Seine-et-Marne
77158;Sud Seine-et-Marne 
77159;Est Seine-et-Marne
77161;Sud Seine-et-Marne 
77162;Est Seine-et-Marne
77163;Nord-Est Seine-et-Marne
77164;Centre Seine-et-Marne
77165;Centre Seine-et-Marne
77167;Est Seine-et-Marne
77168;Sud Seine-et-Marne 
77169;Marne-la-Vallée
77171;Marne-la-Vallée
77172;Sud Seine-et-Marne 
77173;Nord-Est Seine-et-Marne
77174;Est Seine-et-Marne
77175;Centre Seine-et-Marne
77176;Nord-Est Seine-et-Marne
77177;Est Seine-et-Marne
77178;Sud Seine-et-Marne 
77179;Centre Seine-et-Marne
77180;Marne-la-Vallée
77181;Marne-la-Vallée
77182;Est Seine-et-Marne
77183;Nord-Est Seine-et-Marne
77184;Sud Seine-et-Marne 
77185;Sud Seine-et-Marne 
77186;Sud Seine-et-Marne 
77187;Est Seine-et-Marne
77188;Centre Seine-et-Marne
77190;Est Seine-et-Marne
77191;Est Seine-et-Marne
77192;Est Seine-et-Marne
77193;Nord-Est Seine-et-Marne
77194;Sud Seine-et-Marne 
77195;Centre Seine-et-Marne
77196;Nord-Est Seine-et-Marne
77197;Est Seine-et-Marne
77198;Sud Seine-et-Marne 
77199;Nord-Est Seine-et-Marne
77200;Sud Seine-et-Marne 
77201;Est Seine-et-Marne
77202;Sud Seine-et-Marne 
77203;Nord-Est Seine-et-Marne
77204;Nord-Est Seine-et-Marne
77205;Nord-Est Seine-et-Marne
77206;Nord-Est Seine-et-Marne
77207;Sud Seine-et-Marne 
77208;Est Seine-et-Marne
77209;Marne-la-Vallée
77210;Sud Seine-et-Marne 
77211;Est Seine-et-Marne
77212;Est Seine-et-Marne
77214;Roissy Pays de France 
77215;Marne-la-Vallée
77216;Sud Seine-et-Marne 
77217;Centre Seine-et-Marne
77218;Est Seine-et-Marne
77219;Nord-Est Seine-et-Marne
77220;Sud Seine-et-Marne 
77221;Marne-la-Vallée
77222;Centre Seine-et-Marne
77223;Est Seine-et-Marne
77224;Nord-Est Seine-et-Marne
77225;Nord-Est Seine-et-Marne
77226;Sud Seine-et-Marne 
77227;Est Seine-et-Marne
77228;Est Seine-et-Marne
77229;Est Seine-et-Marne
77230;Sud Seine-et-Marne 
77231;Nord-Est Seine-et-Marne
77232;Nord-Est Seine-et-Marne
77233;Nord-Est Seine-et-Marne
77234;Marne-la-Vallée
77235;Nord-Est Seine-et-Marne
77236;Est Seine-et-Marne
77237;Marne-la-Vallée
77238;Nord-Est Seine-et-Marne
77239;Est Seine-et-Marne
77240;Est Seine-et-Marne
77241;Roissy Pays de France 
77242;Est Seine-et-Marne
77243;Marne-la-Vallée
77244;Sud Seine-et-Marne 
77245;Sud Seine-et-Marne 
77246;Est Seine-et-Marne
77247;Est Seine-et-Marne
77248;Marne-la-Vallée
77249;Marne-la-Vallée
77250;Est Seine-et-Marne
77251;Seine Essonne
77252;Centre Seine-et-Marne
77253;Centre Seine-et-Marne
77254;Est Seine-et-Marne
77255;Centre Seine-et-Marne
77256;Est Seine-et-Marne
77257;Nord-Est Seine-et-Marne
77258;Marne-la-Vallée
77259;Roissy Pays de France 
77260;Est Seine-et-Marne
77261;Sud Seine-et-Marne 
77262;Est Seine-et-Marne
77263;Est Seine-et-Marne
77264;Est Seine-et-Marne
77265;Nord-Est Seine-et-Marne
77266;Centre Seine-et-Marne
77267;Sud Seine-et-Marne 
77268;Marne-la-Vallée
77269;Centre Seine-et-Marne
77270;Nord-Est Seine-et-Marne
77271;Sud Seine-et-Marne 
77272;Est Seine-et-Marne
77273;Nord-Est Seine-et-Marne
77274;Nord-Est Seine-et-Marne
77275;Est Seine-et-Marne
77276;Nord-Est Seine-et-Marne
77277;Est Seine-et-Marne
77278;Nord-Est Seine-et-Marne
77279;Sud Seine-et-Marne 
77280;Nord-Est Seine-et-Marne
77281;Nord-Est Seine-et-Marne
77282;Roissy Pays de France 
77283;Nord-Est Seine-et-Marne
77284;Nord-Est Seine-et-Marne
77285;Centre Seine-et-Marne
77286;Est Seine-et-Marne
77287;Est Seine-et-Marne
77288;Centre Seine-et-Marne
77289;Est Seine-et-Marne
77290;Nord-Est Seine-et-Marne
77291;Roissy Pays de France 
77292;Nord-Est Seine-et-Marne
77293;Sud Seine-et-Marne 
77294;Roissy Pays de France 
77295;Centre Seine-et-Marne
77296;Seine Essonne
77297;Sud Seine-et-Marne 
77298;Est Seine-et-Marne
77300;Nord-Est Seine-et-Marne
77301;Est Seine-et-Marne
77302;Sud Seine-et-Marne 
77303;Est Seine-et-Marne
77304;Est Seine-et-Marne
77305;Sud Seine-et-Marne 
77306;Centre Seine-et-Marne
77307;Marne-la-Vallée
77308;Nord-Est Seine-et-Marne
77309;Nord-Est Seine-et-Marne
77310;Est Seine-et-Marne
77311;Est Seine-et-Marne
77312;Sud Seine-et-Marne 
77313;Sud Seine-et-Marne 
77314;Est Seine-et-Marne
77315;Marne-la-Vallée
77316;Sud Seine-et-Marne 
77317;Est Seine-et-Marne
77318;Est Seine-et-Marne
77319;Est Seine-et-Marne
77320;Nord-Est Seine-et-Marne
77321;Est Seine-et-Marne
77322;Roissy Pays de France 
77323;Roissy Pays de France 
77325;Est Seine-et-Marne
77326;Seine Essonne
77327;Est Seine-et-Marne
77328;Sud Seine-et-Marne 
77329;Sud Seine-et-Marne 
77330;Nord-Est Seine-et-Marne
77331;Nord-Est Seine-et-Marne
77332;Nord-Est Seine-et-Marne
77333;Sud Seine-et-Marne 
77335;Nord-Est Seine-et-Marne
77336;Est Seine-et-Marne
77337;Marne-la-Vallée
77338;Sud Seine-et-Marne 
77339;Sud Seine-et-Marne 
77340;Sud Seine-et-Marne 
77341;Est Seine-et-Marne
77342;Sud Seine-et-Marne 
77343;Nord-Est Seine-et-Marne
77344;Nord-Est Seine-et-Marne
77345;Est Seine-et-Marne
77347;Est Seine-et-Marne
77348;Sud Seine-et-Marne 
77349;Roissy Pays de France 
77350;Marne-la-Vallée
77352;Centre Seine-et-Marne
77353;Sud Seine-et-Marne 
77354;Centre Seine-et-Marne
77355;Est Seine-et-Marne
77356;Est Seine-et-Marne
77357;Est Seine-et-Marne
77358;Nord-Est Seine-et-Marne
77359;Sud Seine-et-Marne 
77360;Nord-Est Seine-et-Marne
77361;Nord-Est Seine-et-Marne
77363;Nord-Est Seine-et-Marne
77364;Nord-Est Seine-et-Marne
77365;Est Seine-et-Marne
77366;Nord-Est Seine-et-Marne
77367;Nord-Est Seine-et-Marne
77368;Est Seine-et-Marne
77369;Nord-Est Seine-et-Marne
77370;Sud Seine-et-Marne 
77371;Nord-Est Seine-et-Marne
77372;Marne-la-Vallée
77373;Marne-la-Vallée
77374;Marne-la-Vallée
77376;Nord-Est Seine-et-Marne
77377;Est Seine-et-Marne
77378;Centre Seine-et-Marne
77379;Est Seine-et-Marne
77380;Nord-Est Seine-et-Marne
77381;Est Seine-et-Marne
77382;Nord-Est Seine-et-Marne
77383;Est Seine-et-Marne
77384;Seine Essonne
77385;Est Seine-et-Marne
77386;Sud Seine-et-Marne 
77387;Sud Seine-et-Marne 
77388;Nord-Est Seine-et-Marne
77389;Centre Seine-et-Marne
77390;Marne-la-Vallée
77391;Est Seine-et-Marne
77392;Roissy Pays de France 
77393;Est Seine-et-Marne
77394;Centre Seine-et-Marne
77395;Sud Seine-et-Marne 
77396;Est Seine-et-Marne
77397;Nord-Est Seine-et-Marne
77398;Est Seine-et-Marne
77400;Nord-Est Seine-et-Marne
77401;Nord-Est Seine-et-Marne
77402;Est Seine-et-Marne
77403;Est Seine-et-Marne
77404;Est Seine-et-Marne
77405;Est Seine-et-Marne
77406;Est Seine-et-Marne
77407;Centre Seine-et-Marne
77408;Nord-Est Seine-et-Marne
77409;Sud Seine-et-Marne 
77410;Centre Seine-et-Marne
77411;Est Seine-et-Marne
77412;Sud Seine-et-Marne 
77413;Marne-la-Vallée
77414;Est Seine-et-Marne
77415;Nord-Est Seine-et-Marne
77416;Est Seine-et-Marne
